Contig_ID,Linkage_Group,Location_Used_Map_Creation,Location_SCL
G3_NODE_110677_length_1986_cov_9.284492,GR16,,52.333
G3_NODE_1341821_length_1263_cov_7.216944,GR16,,52.333
G3_NODE_1406877_length_434_cov_13.165898,GR16,,52.333
G3_NODE_1954591_length_3227_cov_8.081190,GR16,,52.333
G3_NODE_2017972_length_2097_cov_9.257988,GR16,,52.333
G3_NODE_2048314_length_1288_cov_9.789597,GR16,,52.333
G3_NODE_2052186_length_259_cov_13.714286,GR16,,52.333
G3_NODE_2070998_length_3456_cov_7.148148,GR16,,52.333
G3_NODE_2078085_length_636_cov_6.393082,GR16,,52.333
G3_NODE_2160790_length_618_cov_8.067961,GR16,,52.333
G3_NODE_2465488_length_2320_cov_7.890086,GR16,,52.333
G3_NODE_2760813_length_622_cov_11.657557,GR16,,52.333
G3_NODE_3851164_length_574_cov_7.407666,GR16,,52.333
G3_NODE_3887467_length_3651_cov_6.681457,GR16,,52.333
G3_NODE_4109549_length_1607_cov_8.090230,GR16,,52.333
G3_NODE_3261708_length_6190_cov_7.839903,GR4,,52.334
G3_NODE_5854784_length_1082_cov_6.831793,GR4,,52.334
G3_NODE_617754_length_1174_cov_16.028961,GR4,,52.334
G3_NODE_2328378_length_2563_cov_8.087008,GR3,,52.419
G3_NODE_2729590_length_7241_cov_8.338351,GR3,,52.419
G3_NODE_1422924_length_2059_cov_9.153473,GR3,,52.438
G3_NODE_1576705_length_1829_cov_6.868234,GR3,,52.438
G3_NODE_4022106_length_133_cov_6.390977,GR3,,52.438
G3_NODE_4211648_length_1006_cov_12.400597,GR3,,52.438
G3_NODE_503728_length_462_cov_9.194805,GR3,,52.438
G3_NODE_1754276_length_3263_cov_8.613239,GR16,,52.524
G3_NODE_846191_length_5292_cov_8.098828,GR16,,52.524
G3_NODE_1636540_length_1279_cov_9.880375,GR19,,52.791
G3_NODE_2976273_length_2579_cov_6.867391,GR19,,52.791
G3_NODE_1515917_length_1598_cov_4.879850,GR8,,52.835
G3_NODE_1623216_length_1922_cov_7.687825,GR8,,52.835
G3_NODE_1878392_length_939_cov_13.340788,GR8,,52.835
G3_NODE_3992870_length_3708_cov_6.572276,GR8,,52.835
G3_NODE_4133750_length_2457_cov_6.487179,GR8,,52.835
G3_NODE_5004538_length_4811_cov_7.022241,GR8,,52.835
G3_NODE_5058726_length_6392_cov_8.277534,GR8,,52.835
G3_NODE_5266929_length_2148_cov_6.250465,GR8,,52.835
G3_NODE_1726592_length_2413_cov_6.601740,GR18,,53.002
G3_NODE_3783531_length_455_cov_7.545055,GR18,,53.002
G3_NODE_3942666_length_1672_cov_7.350479,GR18,,53.002
G3_NODE_4031789_length_2659_cov_8.322302,GR18,,53.002
G3_NODE_4215847_length_3189_cov_7.767952,GR18,,53.002
G3_NODE_1677558_length_3353_cov_9.917387,GR9,,53.011
G3_NODE_2553050_length_1340_cov_7.258209,GR9,,53.011
G3_NODE_2612503_length_1167_cov_10.440446,GR9,,53.011
G3_NODE_2872040_length_583_cov_3.991424,GR9,,53.011
G3_NODE_4961814_length_3212_cov_9.064135,GR9,,53.011
G3_NODE_5767674_length_2990_cov_7.980268,GR9,,53.011
G3_NODE_1455569_length_1471_cov_9.664174,GR18,,53.06
G3_NODE_3605299_length_3191_cov_7.009401,GR18,,53.06
G3_NODE_2680400_length_1561_cov_7.748238,GR16,,53.096
G3_NODE_745803_length_1361_cov_8.600294,GR16,,53.096
G3_NODE_3493335_length_3714_cov_7.937534,GR13,,53.389
G3_NODE_511204_length_2363_cov_5.403724,GR13,,53.389
G3_NODE_633450_length_96_cov_153.916672,GR13,,53.389
G3_NODE_1583774_length_168_cov_7.726191,GR1,,53.426
G3_NODE_188077_length_356_cov_12.325843,GR1,,53.426
G3_NODE_2289866_length_1729_cov_7.102950,GR1,,53.426
G3_NODE_2702308_length_877_cov_6.753706,GR2,,53.574
G3_NODE_2931515_length_794_cov_7.292192,GR2,,53.574
G3_NODE_4650618_length_2652_cov_7.312594,GR2,,53.574
G3_NODE_909369_length_1996_cov_9.444388,GR6,,53.612
G3_NODE_1959655_length_2543_cov_9.303578,GR18,,53.663
G3_NODE_166817_length_1194_cov_11.014237,GR9,,53.777
G3_NODE_1131051_length_2304_cov_7.836371,GR3,,53.805
G3_NODE_1257753_length_835_cov_11.388024,GR3,,53.805
G3_NODE_1769334_length_291_cov_12.395189,GR3,,53.805
G3_NODE_1813368_length_1292_cov_8.772446,GR3,,53.805
G3_NODE_1919594_length_288_cov_29.281250,GR3,,53.805
G3_NODE_1921782_length_2170_cov_8.423041,GR3,,53.805
G3_NODE_2770382_length_829_cov_5.613993,GR3,,53.805
G3_NODE_2804775_length_235_cov_11.148936,GR3,,53.805
G3_NODE_2907694_length_1936_cov_7.958161,GR3,,53.805
G3_NODE_3128678_length_1573_cov_6.460903,GR3,,53.805
G3_NODE_3716430_length_192_cov_12.567708,GR3,,53.805
G3_NODE_4283168_length_2046_cov_7.150049,GR3,,53.805
G3_NODE_4291540_length_947_cov_7.256600,GR3,,53.805
G3_NODE_4355541_length_1755_cov_5.270085,GR3,,53.805
G3_NODE_5334083_length_3560_cov_6.396068,GR3,,53.805
G3_NODE_5844816_length_701_cov_8.228246,GR3,,53.805
G3_NODE_670240_length_2210_cov_11.906787,GR3,,53.805
G3_NODE_688608_length_1075_cov_6.529302,GR3,,53.805
G3_NODE_3490883_length_796_cov_5.551507,GR8,,53.828
G3_NODE_1814336_length_2772_cov_7.731963,GR16,,53.929
G3_NODE_1853748_length_179_cov_11.547486,GR16,,53.929
G3_NODE_2101980_length_636_cov_13.361635,GR16,,53.929
G3_NODE_407210_length_1374_cov_11.720524,GR16,,53.929
G3_NODE_4678343_length_178_cov_18.612360,GR16,,53.929
G3_NODE_521279_length_807_cov_10.094176,GR16,,53.929
G3_NODE_977879_length_872_cov_13.485092,GR16,,53.929
G3_NODE_2191218_length_479_cov_12.647182,GR11,,54.227
G3_NODE_3026399_length_455_cov_10.127473,GR11,,54.227
G3_NODE_1103913_length_3967_cov_8.719687,GR9,,54.239
G3_NODE_1333872_length_1220_cov_8.886065,GR9,,54.239
G3_NODE_1547567_length_3751_cov_9.610237,GR9,,54.239
G3_NODE_1593883_length_2273_cov_7.344038,GR9,,54.239
G3_NODE_1707481_length_1979_cov_7.708944,GR9,,54.239
G3_NODE_2016152_length_696_cov_10.852012,GR9,,54.239
G3_NODE_2467408_length_4647_cov_7.292877,GR9,,54.239
G3_NODE_2971446_length_2554_cov_6.953015,GR9,,54.239
G3_NODE_2987908_length_782_cov_9.365729,GR9,,54.239
G3_NODE_3354001_length_3031_cov_7.012867,GR9,,54.239
G3_NODE_601412_length_347_cov_24.354467,GR9,,54.239
G3_NODE_965049_length_1374_cov_9.147016,GR9,,54.239
G3_NODE_1806827_length_3349_cov_7.844132,GR3,,54.53
G3_NODE_1823668_length_3561_cov_9.268744,GR3,,54.53
G3_NODE_2013232_length_74_cov_14.310811,GR3,,54.53
G3_NODE_2961333_length_2630_cov_8.619391,GR3,,54.53
G3_NODE_4702775_length_674_cov_6.019288,GR3,,54.53
G3_NODE_1147102_length_390_cov_22.307692,GR12,,54.539
G3_NODE_1824810_length_4517_cov_8.088776,GR12,,54.539
G3_NODE_1669727_length_2611_cov_6.317120,GR6,,54.673
G3_NODE_343495_length_1917_cov_11.415753,GR6,,54.673
G3_NODE_2675208_length_1929_cov_6.032660,GR8,,54.679
G3_NODE_2975453_length_681_cov_4.214391,GR8,,54.679
G3_NODE_2366571_length_1050_cov_11.575238,GR19,,54.759
G3_NODE_3901546_length_719_cov_4.273992,GR19,,54.759
G3_NODE_548463_length_1256_cov_8.132962,GR19,,54.759
G3_NODE_727280_length_379_cov_21.949867,GR19,,54.759
G3_NODE_1324669_length_2353_cov_11.517212,GR16,,54.841
G3_NODE_2094828_length_3290_cov_7.048632,GR16,,54.841
G3_NODE_2893624_length_211_cov_14.450237,GR16,,54.841
G3_NODE_3428885_length_1656_cov_8.435990,GR16,,54.841
G3_NODE_348844_length_4698_cov_8.227969,GR16,,54.841
G3_NODE_4309089_length_4470_cov_8.275615,GR16,,54.841
G3_NODE_2683517_length_134_cov_35.850746,GR9,,54.961
G3_NODE_3345953_length_356_cov_11.199438,GR9,,54.961
G3_NODE_401157_length_5156_cov_10.280838,GR9,,54.961
G3_NODE_404700_length_1683_cov_11.226381,GR18,,54.996
G3_NODE_5645848_length_2652_cov_7.738688,GR20,,55.014
G3_NODE_1952653_length_1576_cov_8.479695,GR11,,55.22
G3_NODE_1979680_length_3774_cov_11.239004,GR13,,55.257
G3_NODE_3928778_length_2272_cov_7.004401,GR13,,55.257
G3_NODE_1347505_length_1146_cov_7.274869,GR18,,55.463
G3_NODE_1934436_length_445_cov_12.946068,GR18,,55.463
G3_NODE_2453267_length_2930_cov_8.669966,GR18,,55.463
G3_NODE_2557549_length_3267_cov_9.989286,GR18,,55.463
G3_NODE_1001892_length_3094_cov_9.124434,GR8,,55.523
G3_NODE_1082470_length_139_cov_16.374102,GR8,,55.523
G3_NODE_172338_length_1038_cov_9.002891,GR8,,55.523
G3_NODE_644219_length_842_cov_10.795725,GR8,,55.523
G3_NODE_640979_length_3994_cov_9.079870,GR7,,55.55
G3_NODE_1196513_length_1227_cov_8.317034,GR9,,55.578
G3_NODE_1230444_length_94_cov_10.829787,GR9,,55.578
G3_NODE_1645410_length_923_cov_10.414951,GR9,,55.578
G3_NODE_1740365_length_3580_cov_8.826816,GR9,,55.578
G3_NODE_1824357_length_521_cov_8.560461,GR9,,55.578
G3_NODE_1906164_length_1447_cov_8.676572,GR9,,55.578
G3_NODE_2328163_length_1812_cov_8.890177,GR9,,55.578
G3_NODE_2438353_length_63_cov_12.873015,GR9,,55.578
G3_NODE_2567424_length_714_cov_7.620448,GR9,,55.578
G3_NODE_3448190_length_3664_cov_6.565502,GR9,,55.578
G3_NODE_3613751_length_2521_cov_6.660056,GR9,,55.578
G3_NODE_3694490_length_2606_cov_6.473139,GR9,,55.578
G3_NODE_5162391_length_52_cov_4.538462,GR9,,55.578
G3_NODE_5697694_length_3999_cov_7.126532,GR9,,55.578
G3_NODE_636023_length_699_cov_11.201716,GR9,,55.578
G3_NODE_809136_length_891_cov_6.875421,GR9,,55.578
G3_NODE_951393_length_4428_cov_9.209124,GR9,,55.578
G3_NODE_1768865_length_309_cov_14.139158,GR16,,55.621
G3_NODE_2757758_length_2774_cov_7.435833,GR16,,55.621
G3_NODE_4057212_length_1005_cov_7.234826,GR16,,55.621
G3_NODE_3778295_length_659_cov_5.183611,GR18,,55.66
G3_NODE_3718735_length_2823_cov_6.629827,GR19,,55.8
G3_NODE_5170425_length_3350_cov_7.274925,GR20,,55.882
G3_NODE_1364374_length_363_cov_9.415978,GR1,,56.01
G3_NODE_3054866_length_1839_cov_5.572050,GR1,,56.01
G3_NODE_517196_length_3253_cov_9.873655,GR1,,56.01
G3_NODE_3088377_length_364_cov_6.192307,GR2,,56.115
G3_NODE_3540687_length_1388_cov_7.745677,GR2,,56.115
G3_NODE_4318939_length_848_cov_3.053066,GR2,,56.115
G3_NODE_697107_length_2469_cov_9.174564,GR2,,56.115
G3_NODE_2012340_length_730_cov_13.691781,GR14,,56.139
G3_NODE_418690_length_1342_cov_9.741430,GR3,,56.218
G3_NODE_859020_length_473_cov_12.139535,GR3,,56.218
G3_NODE_100524_length_123_cov_39.317074,GR14,,56.265
G3_NODE_1803206_length_2685_cov_9.877467,GR14,,56.265
G3_NODE_3406963_length_2089_cov_6.119196,GR14,,56.265
G3_NODE_4978679_length_117_cov_14.666667,GR14,,56.265
G3_NODE_1017171_length_3975_cov_9.995472,GR12,,56.504
G3_NODE_1064894_length_1919_cov_9.774362,GR12,,56.504
G3_NODE_1131657_length_1129_cov_9.207263,GR12,,56.504
G3_NODE_2271077_length_171_cov_12.485380,GR12,,56.504
G3_NODE_2414683_length_333_cov_10.921922,GR12,,56.504
G3_NODE_2560182_length_134_cov_16.447762,GR12,,56.504
G3_NODE_4178171_length_2256_cov_8.034575,GR12,,56.504
G3_NODE_1534835_length_1152_cov_9.961805,GR9,,56.639
G3_NODE_2286115_length_681_cov_11.960353,GR9,,56.639
G3_NODE_3148777_length_5541_cov_6.195993,GR9,,56.639
G3_NODE_3660309_length_694_cov_7.358789,GR9,,56.639
G3_NODE_472086_length_7008_cov_7.965611,GR9,,56.639
G3_NODE_481394_length_2185_cov_10.731808,GR9,,56.639
G3_NODE_4888923_length_127_cov_4.850394,GR9,,56.639
G3_NODE_80206_length_6684_cov_8.405746,GR9,,56.639
G3_NODE_557401_length_732_cov_9.008197,GR12,,56.644
G3_NODE_852728_length_826_cov_10.665859,GR12,,56.644
G3_NODE_1062529_length_802_cov_9.542394,GR8,,56.646
G3_NODE_3658321_length_1373_cov_6.710124,GR8,,56.646
G3_NODE_4520441_length_2689_cov_7.359613,GR8,,56.646
G3_NODE_3511024_length_4311_cov_8.126421,GR4,,56.666
G3_NODE_4179345_length_753_cov_6.909695,GR4,,56.666
G3_NODE_491948_length_3463_cov_8.800751,GR4,,56.666
G3_NODE_1578151_length_194_cov_11.381443,GR9,,56.689
G3_NODE_1609651_length_2022_cov_8.613749,GR9,,56.689
G3_NODE_1957883_length_758_cov_5.456464,GR9,,56.689
G3_NODE_2725340_length_3064_cov_9.781005,GR9,,56.689
G3_NODE_4481123_length_4911_cov_5.229078,GR9,,56.689
G3_NODE_4540090_length_2803_cov_7.096682,GR9,,56.689
G3_NODE_1863849_length_1746_cov_7.329897,GR18,,56.738
G3_NODE_2168257_length_703_cov_9.662873,GR18,,56.738
G3_NODE_2394505_length_597_cov_3.800670,GR18,,56.738
G3_NODE_3518903_length_124_cov_10.919354,GR18,,56.738
G3_NODE_4438595_length_234_cov_19.235043,GR18,,56.738
G3_NODE_607846_length_2018_cov_8.512388,GR18,,56.738
G3_NODE_754753_length_4579_cov_8.653636,GR4,,57.027
G3_NODE_950492_length_3425_cov_8.162335,GR4,,57.027
G3_NODE_1597807_length_213_cov_17.399061,GR3,,57.048
G3_NODE_2968588_length_2647_cov_7.582924,GR3,,57.048
G3_NODE_3474509_length_140_cov_10.821428,GR3,,57.048
G3_NODE_3490574_length_2870_cov_8.803484,GR3,,57.048
G3_NODE_3586775_length_242_cov_9.012397,GR3,,57.048
G3_NODE_3950699_length_1129_cov_6.193977,GR3,,57.048
G3_NODE_4007202_length_2437_cov_7.873205,GR3,,57.048
G3_NODE_4008739_length_211_cov_6.928910,GR3,,57.048
G3_NODE_4488641_length_835_cov_13.182036,GR3,,57.048
G3_NODE_4561943_length_8353_cov_7.086676,GR3,,57.048
G3_NODE_5439515_length_4346_cov_8.837321,GR3,,57.048
G3_NODE_1230236_length_1943_cov_10.283068,GR9,,57.119
G3_NODE_1878334_length_328_cov_7.591464,GR9,,57.119
G3_NODE_2058095_length_738_cov_13.043361,GR9,,57.119
G3_NODE_2991174_length_402_cov_7.718905,GR9,,57.119
G3_NODE_3424113_length_1776_cov_6.929054,GR9,,57.119
G3_NODE_3899678_length_116_cov_7.956897,GR9,,57.119
G3_NODE_4092571_length_858_cov_6.785548,GR9,,57.119
G3_NODE_4342535_length_4472_cov_7.945215,GR9,,57.119
G3_NODE_4453915_length_3022_cov_8.101257,GR9,,57.119
G3_NODE_544987_length_1015_cov_11.978325,GR9,,57.119
G3_NODE_2028649_length_1164_cov_8.813574,GR10,,57.246
G3_NODE_2120969_length_460_cov_6.286956,GR10,,57.246
G3_NODE_3334809_length_168_cov_11.607142,GR10,,57.246
G3_NODE_3940744_length_1978_cov_6.315976,GR10,,57.246
G3_NODE_4166131_length_499_cov_5.611222,GR10,,57.246
G3_NODE_4296365_length_1390_cov_8.618705,GR10,,57.246
G3_NODE_1761692_length_750_cov_11.337334,GR18,,57.428
G3_NODE_1987774_length_175_cov_11.508572,GR18,,57.428
G3_NODE_2236625_length_647_cov_10.928903,GR18,,57.428
G3_NODE_2419428_length_71_cov_34.492958,GR18,,57.428
G3_NODE_3426213_length_307_cov_6.895765,GR18,,57.428
G3_NODE_556164_length_822_cov_9.062044,GR18,,57.428
G3_NODE_5919054_length_5063_cov_5.797353,GR18,,57.428
G3_NODE_789051_length_2480_cov_8.662500,GR18,,57.428
G3_NODE_3262665_length_147_cov_18.585033,GR16,,57.452
G3_NODE_72824_length_1037_cov_12.329798,GR16,,57.452
G3_NODE_1410190_length_561_cov_14.823529,GR14,,57.561
G3_NODE_1803205_length_1464_cov_11.596994,GR14,,57.561
G3_NODE_1859620_length_265_cov_11.977359,GR14,,57.561
G3_NODE_2072170_length_1477_cov_8.199052,GR14,,57.561
G3_NODE_2145635_length_665_cov_8.505263,GR14,,57.561
G3_NODE_2344633_length_1131_cov_7.868258,GR7,,57.568
G3_NODE_4392404_length_709_cov_9.290550,GR7,,57.568
G3_NODE_4802082_length_105_cov_9.866667,GR7,,57.568
G3_NODE_643425_length_401_cov_18.775560,GR7,,57.568
G3_NODE_1361565_length_3938_cov_7.745556,GR9,,57.568
G3_NODE_355515_length_651_cov_7.683564,GR9,,57.568
G3_NODE_707384_length_952_cov_8.585084,GR9,,57.568
G3_NODE_27646_length_1552_cov_7.147552,GR20,,57.576
G3_NODE_3161918_length_1044_cov_7.724138,GR20,,57.576
G3_NODE_3467018_length_349_cov_14.421204,GR20,,57.576
G3_NODE_4074793_length_2630_cov_6.786312,GR20,,57.576
G3_NODE_5307855_length_996_cov_12.307229,GR20,,57.576
G3_NODE_1632082_length_4891_cov_8.527499,GR1,,57.718
G3_NODE_1684056_length_4473_cov_9.653700,GR1,,57.718
G3_NODE_1711870_length_624_cov_9.110577,GR1,,57.718
G3_NODE_2078934_length_1551_cov_8.106383,GR1,,57.718
G3_NODE_3078206_length_1730_cov_6.193642,GR1,,57.718
G3_NODE_392218_length_1867_cov_9.768613,GR1,,57.718
G3_NODE_606884_length_373_cov_14.123324,GR1,,57.718
G3_NODE_763648_length_262_cov_8.904580,GR1,,57.718
G3_NODE_5989016_length_128_cov_4.085938,GR11,,57.769
G3_NODE_4557577_length_399_cov_20.270678,GR13,,57.847
G3_NODE_5179614_length_1664_cov_6.298678,GR13,,57.847
G3_NODE_1770823_length_580_cov_20.577587,GR10,,58.091
G3_NODE_2460585_length_463_cov_12.138229,GR10,,58.091
G3_NODE_2621920_length_2953_cov_8.906536,GR10,,58.091
G3_NODE_3651248_length_503_cov_9.425447,GR10,,58.091
G3_NODE_3689878_length_359_cov_15.487465,GR10,,58.091
G3_NODE_4043191_length_235_cov_6.974468,GR10,,58.091
G3_NODE_411189_length_1914_cov_9.853709,GR10,,58.091
G3_NODE_5153619_length_7129_cov_8.877823,GR10,,58.091
G3_NODE_1584737_length_940_cov_11.629787,GR6,,58.128
G3_NODE_4810644_length_2207_cov_8.075668,GR5,,58.132
G3_NODE_1361564_length_3108_cov_9.202381,GR7,,58.399
G3_NODE_2795191_length_1318_cov_4.217754,GR6,,58.542
G3_NODE_4041409_length_3623_cov_8.075352,GR6,,58.542
G3_NODE_1330717_length_234_cov_25.816238,GR3,,58.565
G3_NODE_2894173_length_1682_cov_7.966112,GR3,,58.565
G3_NODE_3810770_length_951_cov_10.652997,GR3,,58.565
G3_NODE_3965702_length_186_cov_8.887096,GR3,,58.565
G3_NODE_4495179_length_3351_cov_6.770218,GR3,,58.565
G3_NODE_1434999_length_2845_cov_8.436907,GR17,,58.697
G3_NODE_2384962_length_2523_cov_7.611177,GR17,,58.697
G3_NODE_2668696_length_270_cov_11.096296,GR17,,58.697
G3_NODE_2787740_length_335_cov_5.668657,GR17,,58.697
G3_NODE_4471812_length_3053_cov_7.758271,GR17,,58.697
G3_NODE_4752363_length_2147_cov_7.334886,GR17,,58.697
G3_NODE_4873436_length_3103_cov_6.439575,GR17,,58.697
G3_NODE_554308_length_1745_cov_9.953582,GR17,,58.697
G3_NODE_987584_length_143_cov_26.692308,GR17,,58.697
G3_NODE_1661204_length_305_cov_13.580328,GR11,,59.001
G3_NODE_3893260_length_106_cov_10.867925,GR11,,59.001
G3_NODE_5061057_length_7228_cov_7.398174,GR11,,59.001
G3_NODE_2303148_length_2677_cov_8.195742,GR9,,59.096
G3_NODE_2381308_length_148_cov_5.114865,GR9,,59.096
G3_NODE_2788048_length_1924_cov_8.858628,GR9,,59.096
G3_NODE_3775328_length_346_cov_19.476879,GR9,,59.096
G3_NODE_3996955_length_2762_cov_7.595221,GR9,,59.096
G3_NODE_4567594_length_2045_cov_7.447922,GR9,,59.096
G3_NODE_1062278_length_5008_cov_6.401158,GR20,,59.454
G3_NODE_140832_length_1669_cov_7.157579,GR20,,59.454
G3_NODE_180271_length_2138_cov_8.094949,GR20,,59.454
G3_NODE_3574728_length_4886_cov_5.772002,GR20,,59.454
G3_NODE_630756_length_1712_cov_8.674066,GR20,,59.454
G3_NODE_1182499_length_785_cov_12.303185,GR2,,59.467
G3_NODE_3901118_length_4068_cov_7.306047,GR2,,59.467
G3_NODE_4056427_length_6196_cov_7.893318,GR2,,59.467
G3_NODE_819959_length_1802_cov_10.224195,GR2,,59.467
G3_NODE_1878242_length_1879_cov_8.319319,GR3,,59.549
G3_NODE_3018920_length_1930_cov_6.009845,GR3,,59.549
G3_NODE_343498_length_127_cov_7.590551,GR3,,59.549
G3_NODE_3142156_length_2963_cov_7.164698,GR18,,59.571
G3_NODE_35713_length_3410_cov_11.681231,GR18,,59.571
G3_NODE_1686146_length_423_cov_6.432624,GR1,,59.698
G3_NODE_2310301_length_3279_cov_8.104300,GR1,,59.698
G3_NODE_2522042_length_95_cov_12.905263,GR1,,59.698
G3_NODE_4689459_length_2249_cov_7.002223,GR1,,59.698
G3_NODE_794439_length_1083_cov_10.831025,GR1,,59.698
G3_NODE_852099_length_478_cov_12.935146,GR1,,59.698
G3_NODE_698005_length_2233_cov_9.327362,GR4,,59.804
G3_NODE_2979266_length_1379_cov_9.007252,GR6,,60.034
G3_NODE_410298_length_1484_cov_10.821428,GR6,,60.034
G3_NODE_4818798_length_3613_cov_7.110711,GR6,,60.034
G3_NODE_5006391_length_2466_cov_7.533252,GR6,,60.034
G3_NODE_250606_length_2698_cov_11.117495,GR10,,60.147
G3_NODE_2130612_length_1136_cov_18.902288,GR1,,60.303
G3_NODE_3370478_length_230_cov_26.752174,GR1,,60.303
G3_NODE_859304_length_1342_cov_10.757079,GR1,,60.303
G3_NODE_1260585_length_2004_cov_11.430140,GR3,,60.378
G3_NODE_1537378_length_498_cov_4.983936,GR3,,60.378
G3_NODE_1965547_length_1697_cov_6.342369,GR3,,60.378
G3_NODE_2485459_length_737_cov_6.293080,GR3,,60.378
G3_NODE_1704801_length_1681_cov_11.529447,GR13,,60.737
G3_NODE_2018280_length_129_cov_6.248062,GR13,,60.737
G3_NODE_2478798_length_2720_cov_8.245955,GR13,,60.737
G3_NODE_2661756_length_1226_cov_6.789559,GR13,,60.737
G3_NODE_340374_length_1532_cov_10.714099,GR18,,60.831
G3_NODE_4108195_length_281_cov_6.181495,GR18,,60.831
G3_NODE_4187229_length_4700_cov_7.846383,GR18,,60.831
G3_NODE_1303589_length_331_cov_12.114803,GR7,,60.845
G3_NODE_1650205_length_1273_cov_14.575805,GR7,,60.845
G3_NODE_289463_length_1662_cov_12.356197,GR7,,60.845
G3_NODE_1547956_length_1103_cov_10.540344,GR9,,61.013
G3_NODE_4378096_length_1789_cov_6.969816,GR9,,61.013
G3_NODE_5420851_length_3988_cov_7.250251,GR9,,61.013
G3_NODE_896076_length_606_cov_6.001650,GR9,,61.013
G3_NODE_1109586_length_7780_cov_8.887918,GR1,,61.367
G3_NODE_1150356_length_1771_cov_18.562393,GR1,,61.367
G3_NODE_503122_length_2209_cov_11.360797,GR1,,61.367
G3_NODE_2035641_length_4166_cov_9.918627,GR10,,61.415
G3_NODE_1165208_length_833_cov_11.782713,GR14,,61.612
G3_NODE_1939192_length_852_cov_12.497653,GR14,,61.612
G3_NODE_4248862_length_4045_cov_7.212361,GR14,,61.612
G3_NODE_1685463_length_693_cov_9.673882,GR10,,61.686
G3_NODE_3150348_length_2576_cov_9.031055,GR7,,61.686
G3_NODE_894533_length_1659_cov_9.666064,GR16,,61.836
G3_NODE_257919_length_1374_cov_11.349345,GR6,,61.91
G3_NODE_6002286_length_1578_cov_8.550063,GR6,,61.91
G3_NODE_2964639_length_3490_cov_5.333238,GR19,,61.929
G3_NODE_1385031_length_850_cov_7.688235,GR3,,62.199
G3_NODE_1420241_length_2066_cov_8.246854,GR3,,62.199
G3_NODE_4398503_length_1321_cov_4.681302,GR3,,62.199
G3_NODE_4705716_length_5268_cov_6.279803,GR3,,62.199
G3_NODE_2484545_length_188_cov_17.632978,GR3,,62.636
G3_NODE_3536011_length_3512_cov_7.847950,GR3,,62.636
G3_NODE_3642557_length_794_cov_7.173803,GR3,,62.636
G3_NODE_5000128_length_4301_cov_7.007905,GR3,,62.636
G3_NODE_589286_length_2209_cov_8.487099,GR3,,62.636
G3_NODE_6028979_length_1620_cov_9.152469,GR3,,62.636
G3_NODE_415141_length_3150_cov_9.880318,GR14,,62.827
G3_NODE_5937747_length_4658_cov_6.175397,GR14,,62.827
G3_NODE_2094224_length_2135_cov_13.724122,GR9,,62.859
G3_NODE_2959840_length_721_cov_7.864078,GR9,,62.859
G3_NODE_3297642_length_3839_cov_7.145611,GR9,,62.859
G3_NODE_3407042_length_1306_cov_8.774885,GR9,,62.859
G3_NODE_454510_length_3104_cov_9.313466,GR9,,62.859
G3_NODE_1172578_length_500_cov_8.834000,GR19,,63.272
G3_NODE_2371842_length_392_cov_10.829082,GR19,,63.272
G3_NODE_3576297_length_2078_cov_7.989894,GR19,,63.272
G3_NODE_5736481_length_3633_cov_6.060556,GR19,,63.272
G3_NODE_1311340_length_177_cov_9.169492,GR12,,63.288
G3_NODE_1558476_length_2500_cov_9.211200,GR12,,63.288
G3_NODE_2875249_length_5716_cov_8.125438,GR12,,63.288
G3_NODE_2971682_length_3489_cov_7.446259,GR12,,63.288
G3_NODE_764460_length_1153_cov_9.205551,GR7,,63.422
G3_NODE_339107_length_2693_cov_11.657260,GR16,,63.609
G3_NODE_3631185_length_855_cov_5.886549,GR16,,63.609
G3_NODE_1452663_length_1163_cov_7.659501,GR6,,64.019
G3_NODE_2026761_length_1585_cov_7.590536,GR6,,64.019
G3_NODE_3782401_length_1958_cov_7.445863,GR6,,64.019
G3_NODE_1867339_length_3283_cov_8.504722,GR7,,64.791
G3_NODE_2073650_length_7040_cov_7.839346,GR7,,64.791
G3_NODE_4949599_length_7626_cov_7.252426,GR7,,64.791
G3_NODE_2359937_length_1127_cov_6.904171,GR13,,64.814
G3_NODE_2409169_length_4178_cov_9.670656,GR13,,64.814
G3_NODE_3600231_length_3069_cov_7.808407,GR13,,64.814
G3_NODE_423861_length_192_cov_34.484375,GR13,,64.814
G3_NODE_4601623_length_2341_cov_6.869714,GR13,,64.814
